testId,graphId,strength,approach,coverageCriteria,experimentRepeatId,time,size,seedSize,noOfNodes,noOfEdges,noOfEntities,noOfEntitiesCoveredBySeed
1628,28,2,cover-and-generate,t*_cover,1,310.517421961,26,0,58,70,510,0
1629,28,2,cover-and-generate,t*_cover,2,332.696602106,26,0,58,70,510,0
1630,28,2,cover-and-generate,t*_cover,3,331.289606094,26,0,58,70,510,0
1631,28,2,cover-and-generate,t*_cover,4,320.835104942,26,0,58,70,510,0
1632,28,2,cover-and-generate,t*_cover,5,312.600994825,26,0,58,70,510,0
1633,28,2,cover-and-generate,t_order,1,98.4402558804,25,0,58,70,483,0
1634,28,2,cover-and-generate,t_order,2,96.6534070969,25,0,58,70,483,0
1635,28,2,cover-and-generate,t_order,3,89.8904528618,25,0,58,70,483,0
1636,28,2,cover-and-generate,t_order,4,94.1002361774,25,0,58,70,483,0
1637,28,2,cover-and-generate,t_order,5,102.682731867,25,0,58,70,483,0
1638,28,2,cover-and-generate,t+_cover,1,221.392251968,25,0,58,70,481,0
1639,28,2,cover-and-generate,t+_cover,2,193.527475119,25,0,58,70,481,0
1640,28,2,cover-and-generate,t+_cover,3,300.240594864,25,0,58,70,481,0
1641,28,2,cover-and-generate,t+_cover,4,297.790401936,25,0,58,70,481,0
1642,28,2,cover-and-generate,t+_cover,5,272.399255037,25,0,58,70,481,0
1643,65,4,cover-and-generate,t_cover,1,2.96587204933,7,0,46,67,11,0
1644,65,4,cover-and-generate,t_cover,2,4.34469389915,7,0,46,67,11,0
1645,65,4,cover-and-generate,t*_cover,1,119.363908052,11,0,46,67,1735,0
1646,65,4,cover-and-generate,t_order,1,33.8293371201,6,0,46,67,1735,0
1647,65,4,cover-and-generate,t+_cover,1,115.364019156,6,0,46,67,1724,0
1648,12,4,cover-and-generate,t_cover,1,16.2948579788,9,0,635,910,23,0
1649,1,3,generate-and-cover,t_cover,1,29.2506220341,18,0,69,98,35,0
1650,1,3,generate-and-cover,t*_cover,1,284.92600584,26,18,69,98,667,631
1651,1,3,generate-and-cover,t_order,1,184.019197941,30,0,69,98,639,0
1652,1,3,generate-and-cover,t_order,2,184.019197941,30,0,69,98,639,0
1653,1,3,generate-and-cover,t+_cover,1,289.213542938,23,16,69,98,632,583
1654,1,3,cover-and-generate,t_cover,1,25.6414170265,13,7,69,98,35,23
1655,1,3,cover-and-generate,t_cover,2,23.628125906,13,7,69,98,35,23
1656,1,3,cover-and-generate,t_cover,3,25.3668999672,13,7,69,98,35,25
1657,1,3,cover-and-generate,t_cover,4,24.7200579643,13,7,69,98,35,23
1658,1,3,cover-and-generate,t_cover,5,29.7389848232,12,7,69,98,35,27
1659,1,3,cover-and-generate,t*_cover,1,104.772300005,16,9,69,98,667,638
1660,1,3,cover-and-generate,t*_cover,2,99.3917529583,15,9,69,98,667,647
1661,1,3,cover-and-generate,t*_cover,3,113.329757929,18,10,69,98,667,642
1662,1,3,cover-and-generate,t*_cover,4,96.715914011,16,9,69,98,667,647
1663,1,3,cover-and-generate,t*_cover,5,121.333621979,18,10,69,98,667,634
1664,1,3,cover-and-generate,t_order,1,34.7154250145,10,8,69,98,639,632
1665,1,3,cover-and-generate,t_order,2,37.2149181366,10,8,69,98,639,632
1666,1,3,cover-and-generate,t_order,3,39.6368298531,10,8,69,98,639,632
1667,1,3,cover-and-generate,t_order,4,36.1427719593,10,8,69,98,639,632
1668,1,3,cover-and-generate,t_order,5,40.907487154,10,8,69,98,639,632
1669,1,3,cover-and-generate,t+_cover,1,119.154509068,10,8,69,98,632,625
1670,1,3,cover-and-generate,t+_cover,2,85.6152608395,10,8,69,98,632,617
1671,1,3,cover-and-generate,t+_cover,3,84.0471849442,10,8,69,98,632,617
1672,1,3,cover-and-generate,t+_cover,4,84.0471849442,10,8,69,98,632,617
1673,1,3,cover-and-generate,t+_cover,5,64.4379639626,10,8,69,98,632,625
1674,145,3,generate-and-cover,t_cover,1,29.0513939857,18,0,44,66,28,0
1675,145,3,generate-and-cover,t*_cover,1,146.255901098,24,14,44,66,338,325
1676,145,3,generate-and-cover,t_order,1,82.2545390129,16,0,44,66,312,0
1677,145,3,generate-and-cover,t_order,2,82.2545390129,16,0,44,66,312,0
1678,145,3,generate-and-cover,t+_cover,1,101.157289028,14,10,44,66,310,299
1679,145,3,cover-and-generate,t_cover,1,27.3629469872,11,5,44,66,28,17
1680,145,3,cover-and-generate,t_cover,2,30.1654419899,11,5,44,66,28,16
1681,145,3,cover-and-generate,t_cover,3,35.4087381363,11,5,44,66,28,17
1682,145,3,cover-and-generate,t_cover,4,30.9853739738,11,5,44,66,28,17
1683,145,3,cover-and-generate,t_cover,5,31.9622039795,10,5,44,66,28,18
1684,145,3,cover-and-generate,t*_cover,1,114.895360231,17,8,44,66,338,302
1685,145,3,cover-and-generate,t*_cover,2,118.471966982,17,8,44,66,338,303
1686,145,3,cover-and-generate,t*_cover,3,127.306233883,17,8,44,66,338,301
1687,145,3,cover-and-generate,t*_cover,4,119.834316969,16,8,44,66,338,301
1688,145,3,cover-and-generate,t*_cover,5,74.7628090382,16,8,44,66,338,289
1689,145,3,cover-and-generate,t_order,1,44.9773349762,9,5,44,66,312,284
1690,145,3,cover-and-generate,t_order,2,41.0416789055,9,5,44,66,312,284
1691,145,3,cover-and-generate,t_order,3,47.0067548752,9,5,44,66,312,284
1692,145,3,cover-and-generate,t_order,4,52.0597600937,9,5,44,66,312,273
1693,145,3,cover-and-generate,t_order,5,46.4689929485,9,5,44,66,312,284
1694,145,3,cover-and-generate,t+_cover,1,44.4860770702,9,5,44,66,310,282
1695,145,3,cover-and-generate,t+_cover,2,71.3374481201,9,5,44,66,310,282
1696,145,3,cover-and-generate,t+_cover,3,78.8541400433,9,5,44,66,310,271
1697,145,3,cover-and-generate,t+_cover,4,79.7183570862,9,5,44,66,310,282
1698,145,3,cover-and-generate,t+_cover,5,77.492825985,9,5,44,66,310,282
1699,71,2,generate-and-cover,t_cover,1,10.5839378834,9,0,70,99,24,0
1700,71,2,generate-and-cover,t*_cover,1,69.2038831711,20,0,70,99,140,0
1701,71,2,generate-and-cover,t_order,1,37.3101608753,18,0,70,99,123,0
1702,71,2,generate-and-cover,t_order,2,37.3101608753,18,0,70,99,123,0
1703,71,2,generate-and-cover,t+_cover,1,45.4897220135,15,0,70,99,116,0
1704,71,2,cover-and-generate,t_cover,1,7.04760694504,8,0,70,99,24,0
1705,71,2,cover-and-generate,t_cover,2,8.1648080349,8,0,70,99,24,0
1706,71,2,cover-and-generate,t_cover,3,7.84829592705,8,0,70,99,24,0
1707,71,2,cover-and-generate,t_cover,4,7.5914709568,8,0,70,99,24,0
1708,71,2,cover-and-generate,t_cover,5,7.3681769371,8,0,70,99,24,0
1709,71,2,cover-and-generate,t*_cover,1,81.9855909348,12,0,70,99,140,0
1710,71,2,cover-and-generate,t*_cover,2,56.7888560295,12,0,70,99,140,0
1711,71,2,cover-and-generate,t*_cover,3,63.5798089504,12,0,70,99,140,0
1712,71,2,cover-and-generate,t*_cover,4,60.3963110447,12,0,70,99,140,0
1713,71,2,cover-and-generate,t*_cover,5,56.714993,12,0,70,99,140,0
1714,71,2,cover-and-generate,t_order,1,26.0931251049,10,0,70,99,123,0
1715,71,2,cover-and-generate,t_order,2,26.1338350773,10,0,70,99,123,0
1716,71,2,cover-and-generate,t_order,3,26.1426539421,10,0,70,99,123,0
1717,71,2,cover-and-generate,t_order,4,24.7109239101,10,0,70,99,123,0
1718,71,2,cover-and-generate,t_order,5,30.1360669136,10,0,70,99,123,0
1719,71,2,cover-and-generate,t+_cover,1,50.819370985,10,0,70,99,116,0
1720,71,2,cover-and-generate,t+_cover,2,45.0786151886,10,0,70,99,116,0
1721,71,2,cover-and-generate,t+_cover,3,45.3436541557,10,0,70,99,116,0
1722,71,2,cover-and-generate,t+_cover,4,46.9753661156,10,0,70,99,116,0
1723,71,2,cover-and-generate,t+_cover,5,48.6218640804,10,0,70,99,116,0
1724,116,2,generate-and-cover,t_cover,1,99.127658844,28,0,488,723,61,0
1725,116,2,generate-and-cover,t*_cover,1,2191.5423789,185,0,488,723,1505,0
1726,116,2,generate-and-cover,t*_cover,2,1934.51329589,178,0,488,723,1505,0
1727,116,2,generate-and-cover,t_order,1,2040.21778703,173,0,488,723,1444,0
1728,116,2,generate-and-cover,t_order,2,2040.21778703,173,0,488,723,1444,0
1729,116,2,generate-and-cover,t+_cover,1,2104.91924977,182,0,488,723,1444,0
1730,116,2,generate-and-cover,t+_cover,2,1669.23869491,171,0,488,723,1444,0
1731,116,2,cover-and-generate,t_cover,1,50.531193018,12,0,488,723,61,0
1732,116,2,cover-and-generate,t_cover,2,49.5211429596,12,0,488,723,61,0
1733,116,2,cover-and-generate,t_cover,3,48.4499700069,12,0,488,723,61,0
1734,116,2,cover-and-generate,t_cover,4,44.8816030025,12,0,488,723,61,0
1735,116,2,cover-and-generate,t_cover,5,50.5164618492,12,0,488,723,61,0
1736,116,2,cover-and-generate,t*_cover,1,1474.64423084,84,0,488,723,1505,0
1737,116,2,cover-and-generate,t*_cover,2,1301.19652104,82,0,488,723,1505,0
1738,116,2,cover-and-generate,t*_cover,3,1367.44939113,82,0,488,723,1505,0
1739,116,2,cover-and-generate,t*_cover,4,1302.20693588,81,0,488,723,1505,0
1740,116,2,cover-and-generate,t*_cover,5,1208.2849319,85,0,488,723,1505,0
1741,116,2,cover-and-generate,t_order,1,533.025557995,80,0,488,723,1444,0
1742,116,2,cover-and-generate,t_order,2,540.417180061,84,0,488,723,1444,0
1743,116,2,cover-and-generate,t_order,3,501.811342001,78,0,488,723,1444,0
1744,116,2,cover-and-generate,t_order,4,481.603024006,80,0,488,723,1444,0
1745,116,2,cover-and-generate,t_order,5,567.877441168,83,0,488,723,1444,0
1746,116,2,cover-and-generate,t+_cover,1,1304.73990607,85,0,488,723,1444,0
1747,116,2,cover-and-generate,t+_cover,2,1522.83617187,82,0,488,723,1444,0
1748,116,2,cover-and-generate,t+_cover,3,1156.51635003,83,0,488,723,1444,0
1749,116,2,cover-and-generate,t+_cover,4,1298.33599901,81,0,488,723,1444,0
1750,116,2,cover-and-generate,t+_cover,5,1492.05960584,87,0,488,723,1444,0
1751,19,4,cover-and-generate,t_cover,1,23.3509860039,10,0,287,406,38,0
1752,19,4,cover-and-generate,t_cover,2,29.1701769829,10,0,287,406,38,0
1753,19,4,cover-and-generate,t*_cover,1,17640.9659629,267,0,287,406,801414,0
1754,19,4,cover-and-generate,t_order,1,5794.27382207,258,0,287,406,801414,0
1755,19,4,cover-and-generate,t+_cover,1,21571.8833899,261,0,287,406,801376,0
1756,153,4,cover-and-generate,t_cover,1,1.24008798599,4,0,44,66,6,0
1757,153,4,cover-and-generate,t_cover,2,1.98727583885,4,0,44,66,6,0
1758,153,4,cover-and-generate,t*_cover,1,113.469348907,11,0,44,66,1432,0
1759,153,4,cover-and-generate,t_order,1,58.2104520798,9,0,44,66,1432,0
1760,153,4,cover-and-generate,t+_cover,1,115.474829912,9,0,44,66,1426,0
1761,143,4,cover-and-generate,t_cover,1,5.00287485123,4,0,40,47,17,0
1762,143,4,cover-and-generate,t_cover,2,7.87069702148,4,0,40,47,17,0
1763,143,4,cover-and-generate,t*_cover,1,352.048306942,6,0,40,47,25319,0
1764,143,4,cover-and-generate,t_order,1,26.817029953,4,0,40,47,25319,0
1765,143,4,cover-and-generate,t+_cover,1,355.435469151,4,0,40,47,25302,0
1766,124,4,cover-and-generate,t_cover,1,31.7931070328,22,0,580,871,46,0
1767,18,2,generate-and-cover,t_cover,1,64.2374610901,13,0,172,248,57,0
1768,18,2,generate-and-cover,t*_cover,1,629.695647955,57,0,172,248,735,0
1769,18,2,generate-and-cover,t*_cover,2,655.637607098,57,0,172,248,735,0
1770,18,2,generate-and-cover,t_order,1,619.19231987,60,0,172,248,689,0
1771,18,2,generate-and-cover,t_order,2,619.19231987,60,0,172,248,689,0
1772,18,2,generate-and-cover,t+_cover,1,618.249704123,56,0,172,248,678,0
1773,18,2,cover-and-generate,t_cover,1,45.590337038,6,0,172,248,57,0
1774,18,2,cover-and-generate,t_cover,2,47.6943619251,6,0,172,248,57,0
1775,18,2,cover-and-generate,t_cover,3,41.7487270832,6,0,172,248,57,0
1776,18,2,cover-and-generate,t_cover,4,43.4961481094,6,0,172,248,57,0
1777,18,2,cover-and-generate,t_cover,5,42.2737281322,6,0,172,248,57,0
1778,18,2,cover-and-generate,t*_cover,1,622.574941874,19,0,172,248,735,0
1779,18,2,cover-and-generate,t*_cover,2,638.80360508,18,0,172,248,735,0
1780,18,2,cover-and-generate,t*_cover,3,625.473349094,20,0,172,248,735,0
1781,18,2,cover-and-generate,t*_cover,4,574.465651989,19,0,172,248,735,0
1782,18,2,cover-and-generate,t*_cover,5,588.92463994,20,0,172,248,735,0
1783,18,2,cover-and-generate,t_order,1,200.748687029,19,0,172,248,689,0
1784,18,2,cover-and-generate,t_order,2,202.517333984,19,0,172,248,689,0
1785,18,2,cover-and-generate,t_order,3,182.735828161,19,0,172,248,689,0
1786,18,2,cover-and-generate,t_order,4,171.125389814,19,0,172,248,689,0
1787,18,2,cover-and-generate,t_order,5,185.083287001,19,0,172,248,689,0
1788,18,2,cover-and-generate,t+_cover,1,468.512568951,20,0,172,248,678,0
1789,18,2,cover-and-generate,t+_cover,2,420.038239956,18,0,172,248,678,0
1790,18,2,cover-and-generate,t+_cover,3,571.897251844,18,0,172,248,678,0
1791,18,2,cover-and-generate,t+_cover,4,587.543954849,18,0,172,248,678,0
1792,18,2,cover-and-generate,t+_cover,5,534.352915049,19,0,172,248,678,0
1793,4,4,cover-and-generate,t_cover,1,3.15828108788,7,0,28,37,15,0
1794,4,4,cover-and-generate,t_cover,2,3.98624515533,7,0,28,37,15,0
1795,4,4,cover-and-generate,t*_cover,1,94.0075349808,13,0,28,37,1059,0
1796,4,4,cover-and-generate,t_order,1,34.4770290852,10,0,28,37,1059,0
1797,4,4,cover-and-generate,t+_cover,1,81.7428541183,9,0,28,37,1044,0
1798,169,2,generate-and-cover,t_cover,1,8.39182782173,4,0,20,24,20,0
1799,169,2,generate-and-cover,t*_cover,1,51.5122430325,11,0,20,24,134,0
1800,169,2,generate-and-cover,t_order,1,18.175467968,10,0,20,24,126,0
1801,169,2,generate-and-cover,t_order,2,18.175467968,10,0,20,24,126,0
1802,169,2,generate-and-cover,t+_cover,1,69.6643538475,10,0,20,24,114,0
1803,169,2,cover-and-generate,t_cover,1,11.2605171204,3,0,20,24,20,0
1804,169,2,cover-and-generate,t_cover,2,11.4329199791,3,0,20,24,20,0
1805,169,2,cover-and-generate,t_cover,3,11.2008059025,3,0,20,24,20,0
1806,169,2,cover-and-generate,t_cover,4,11.332406044,3,0,20,24,20,0
1807,169,2,cover-and-generate,t_cover,5,10.9655139446,3,0,20,24,20,0
1808,169,2,cover-and-generate,t*_cover,1,83.6367919445,3,0,20,24,134,0
1809,169,2,cover-and-generate,t*_cover,2,89.3646879196,3,0,20,24,134,0
1810,169,2,cover-and-generate,t*_cover,3,78.944038868,3,0,20,24,134,0
1811,169,2,cover-and-generate,t*_cover,4,81.1646280289,3,0,20,24,134,0
1812,169,2,cover-and-generate,t*_cover,5,82.5610330105,3,0,20,24,134,0
1813,169,2,cover-and-generate,t_order,1,7.05940794945,1,0,20,24,126,0
1814,169,2,cover-and-generate,t_order,2,7.60228610039,1,0,20,24,126,0
1815,169,2,cover-and-generate,t_order,3,6.54289889336,1,0,20,24,126,0
1816,169,2,cover-and-generate,t_order,4,8.83525800705,1,0,20,24,126,0
1817,169,2,cover-and-generate,t_order,5,6.55294489861,1,0,20,24,126,0
1818,169,2,cover-and-generate,t+_cover,1,68.3564031124,1,0,20,24,114,0
1819,169,2,cover-and-generate,t+_cover,2,47.4796340466,1,0,20,24,114,0
1820,169,2,cover-and-generate,t+_cover,3,72.290790081,1,0,20,24,114,0
1821,169,2,cover-and-generate,t+_cover,4,67.516274929,1,0,20,24,114,0
1822,169,2,cover-and-generate,t+_cover,5,67.1605489254,1,0,20,24,114,0
1823,158,2,generate-and-cover,t_cover,1,6.52516102791,7,0,28,37,14,0
1824,158,2,generate-and-cover,t*_cover,1,40.8453891277,9,0,28,37,63,0
1825,158,2,generate-and-cover,t_order,1,15.906275034,11,0,28,37,51,0
1826,158,2,generate-and-cover,t_order,2,15.906275034,11,0,28,37,51,0
1827,158,2,generate-and-cover,t+_cover,1,29.1513650417,8,0,28,37,49,0
1828,158,2,cover-and-generate,t_cover,1,6.30435609818,5,0,28,37,14,0
1829,158,2,cover-and-generate,t_cover,2,5.9888150692,5,0,28,37,14,0
1830,158,2,cover-and-generate,t_cover,3,6.00156903267,5,0,28,37,14,0
1831,158,2,cover-and-generate,t_cover,4,5.93698978424,5,0,28,37,14,0
1832,158,2,cover-and-generate,t_cover,5,5.39364790916,5,0,28,37,14,0
1833,158,2,cover-and-generate,t*_cover,1,36.142647028,6,0,28,37,63,0
1834,158,2,cover-and-generate,t*_cover,2,34.9107289314,7,0,28,37,63,0
1835,158,2,cover-and-generate,t*_cover,3,33.8001971245,6,0,28,37,63,0
1836,158,2,cover-and-generate,t*_cover,4,21.5044281483,6,0,28,37,63,0
1837,158,2,cover-and-generate,t*_cover,5,40.8390510082,6,0,28,37,63,0
1838,158,2,cover-and-generate,t_order,1,13.6719770432,7,0,28,37,51,0
1839,158,2,cover-and-generate,t_order,2,14.1524670124,6,0,28,37,51,0
1840,158,2,cover-and-generate,t_order,3,13.1899180412,6,0,28,37,51,0
1841,158,2,cover-and-generate,t_order,4,13.3642477989,7,0,28,37,51,0
1842,158,2,cover-and-generate,t_order,5,13.4564020634,6,0,28,37,51,0
1843,158,2,cover-and-generate,t+_cover,1,14.3965690136,7,0,28,37,49,0
1844,158,2,cover-and-generate,t+_cover,2,26.1102399826,6,0,28,37,49,0
1845,158,2,cover-and-generate,t+_cover,3,15.326187849,6,0,28,37,49,0
1846,158,2,cover-and-generate,t+_cover,4,25.5270621777,6,0,28,37,49,0
1847,158,2,cover-and-generate,t+_cover,5,25.2664840221,6,0,28,37,49,0
1848,106,3,generate-and-cover,t_cover,1,12.9277589321,7,0,20,24,25,0
1849,106,3,generate-and-cover,t*_cover,1,149.774615049,15,12,20,24,657,653
1850,106,3,generate-and-cover,t_order,1,112.343919039,12,0,20,24,644,0
1851,106,3,generate-and-cover,t_order,2,112.343919039,12,0,20,24,644,0
1852,106,3,generate-and-cover,t+_cover,1,92.2505040169,12,11,20,24,632,630
1853,106,3,cover-and-generate,t_cover,1,16.718626976,5,3,20,24,25,22
1854,106,3,cover-and-generate,t_cover,2,15.9983649254,5,3,20,24,25,22
1855,106,3,cover-and-generate,t_cover,3,16.1699259281,5,3,20,24,25,22
1856,106,3,cover-and-generate,t_cover,4,17.5767531395,5,3,20,24,25,22
1857,106,3,cover-and-generate,t_cover,5,15.5984928608,5,3,20,24,25,22
1858,106,3,cover-and-generate,t*_cover,1,89.0785901546,5,3,20,24,657,654
1859,106,3,cover-and-generate,t*_cover,2,92.2114639282,5,3,20,24,657,654
1860,106,3,cover-and-generate,t*_cover,3,118.952952862,6,3,20,24,657,652
1861,106,3,cover-and-generate,t*_cover,4,91.5334479809,6,3,20,24,657,652
1862,106,3,cover-and-generate,t*_cover,5,91.00274086,5,3,20,24,657,654
1863,106,3,cover-and-generate,t_order,1,6.78222489357,1,1,20,24,644,644
1864,106,3,cover-and-generate,t_order,2,6.32732892036,1,1,20,24,644,644
1865,106,3,cover-and-generate,t_order,3,6.0949819088,1,1,20,24,644,644
1866,106,3,cover-and-generate,t_order,4,7.19810605049,1,1,20,24,644,644
1867,106,3,cover-and-generate,t_order,5,6.27329111099,1,1,20,24,644,644
1868,106,3,cover-and-generate,t+_cover,1,45.8054709435,1,1,20,24,632,632
1869,106,3,cover-and-generate,t+_cover,2,63.5957150459,1,1,20,24,632,632
1870,106,3,cover-and-generate,t+_cover,3,65.2868380547,1,1,20,24,632,632
1871,106,3,cover-and-generate,t+_cover,4,39.3489561081,1,1,20,24,632,632
1872,106,3,cover-and-generate,t+_cover,5,63.456952095,1,1,20,24,632,632
1873,168,2,generate-and-cover,t_cover,1,4.72425913811,3,0,14,15,12,0
1874,168,2,generate-and-cover,t*_cover,1,34.9099960327,3,0,14,15,62,0
1875,168,2,generate-and-cover,t_order,1,5.65069818497,1,0,14,15,58,0
1876,168,2,generate-and-cover,t_order,2,5.65069818497,1,0,14,15,58,0
1877,168,2,generate-and-cover,t+_cover,1,27.3960950375,1,0,14,15,50,0
1878,168,2,cover-and-generate,t_cover,1,3.66413092613,3,0,14,15,12,0
1879,168,2,cover-and-generate,t_cover,2,4.13811182976,3,0,14,15,12,0
1880,168,2,cover-and-generate,t_cover,3,3.7480661869,3,0,14,15,12,0
1881,168,2,cover-and-generate,t_cover,4,4.53723096848,3,0,14,15,12,0
1882,168,2,cover-and-generate,t_cover,5,5.06051492691,3,0,14,15,12,0
1883,168,2,cover-and-generate,t*_cover,1,22.7225680351,3,0,14,15,62,0
1884,168,2,cover-and-generate,t*_cover,2,25.2283291817,3,0,14,15,62,0
1885,168,2,cover-and-generate,t*_cover,3,22.9513199329,3,0,14,15,62,0
1886,168,2,cover-and-generate,t*_cover,4,21.366822958,3,0,14,15,62,0
1887,168,2,cover-and-generate,t*_cover,5,26.9673190117,3,0,14,15,62,0
1888,168,2,cover-and-generate,t_order,1,2.89863610268,1,0,14,15,58,0
1889,168,2,cover-and-generate,t_order,2,3.62676501274,1,0,14,15,58,0
1890,168,2,cover-and-generate,t_order,3,3.26818919182,1,0,14,15,58,0
1891,168,2,cover-and-generate,t_order,4,3.41325879097,1,0,14,15,58,0
1892,168,2,cover-and-generate,t_order,5,3.67592597008,1,0,14,15,58,0
1893,168,2,cover-and-generate,t+_cover,1,17.9973728657,1,0,14,15,50,0
1894,168,2,cover-and-generate,t+_cover,2,31.4213190079,1,0,14,15,50,0
1895,168,2,cover-and-generate,t+_cover,3,19.8941040039,1,0,14,15,50,0
1896,168,2,cover-and-generate,t+_cover,4,18.0796358585,1,0,14,15,50,0
1897,168,2,cover-and-generate,t+_cover,5,20.5206530094,1,0,14,15,50,0
1898,10,2,generate-and-cover,t_cover,1,92.6610441208,18,0,140,210,66,0
1899,10,2,generate-and-cover,t*_cover,1,751.339932919,68,0,140,210,924,0
1900,10,2,generate-and-cover,t*_cover,2,1140.277807,80,0,140,210,924,0
1901,10,2,generate-and-cover,t_order,1,1384.0288589,79,0,140,210,876,0
1902,10,2,generate-and-cover,t_order,2,1384.0288589,79,0,140,210,876,0
1903,10,2,generate-and-cover,t+_cover,1,909.498694181,79,0,140,210,858,0
1904,10,2,generate-and-cover,t+_cover,2,1115.21734905,84,0,140,210,858,0
1905,10,2,cover-and-generate,t_cover,1,35.5669591427,5,0,140,210,66,0
1906,10,2,cover-and-generate,t_cover,2,40.3269090652,5,0,140,210,66,0
1907,10,2,cover-and-generate,t_cover,3,36.9866449833,5,0,140,210,66,0
1908,10,2,cover-and-generate,t_cover,4,35.5193619728,5,0,140,210,66,0
1909,10,2,cover-and-generate,t_cover,5,35.2813389301,5,0,140,210,66,0
1910,10,2,cover-and-generate,t*_cover,1,522.161058903,25,0,140,210,924,0
1911,10,2,cover-and-generate,t*_cover,2,583.656282902,26,0,140,210,924,0
1912,10,2,cover-and-generate,t*_cover,3,558.867073059,27,0,140,210,924,0
1913,10,2,cover-and-generate,t*_cover,4,697.448476076,27,0,140,210,924,0
1914,10,2,cover-and-generate,t*_cover,5,537.048388958,25,0,140,210,924,0
1915,10,2,cover-and-generate,t_order,1,128.999553919,25,0,140,210,876,0
1916,10,2,cover-and-generate,t_order,2,141.504279137,26,0,140,210,876,0
1917,10,2,cover-and-generate,t_order,3,133.492277145,25,0,140,210,876,0
1918,10,2,cover-and-generate,t_order,4,129.521789074,25,0,140,210,876,0
1919,10,2,cover-and-generate,t_order,5,143.475786924,23,0,140,210,876,0
1920,10,2,cover-and-generate,t+_cover,1,667.399164915,25,0,140,210,858,0
1921,10,2,cover-and-generate,t+_cover,2,510.016319036,25,0,140,210,858,0
1922,10,2,cover-and-generate,t+_cover,3,506.693438053,26,0,140,210,858,0
1923,10,2,cover-and-generate,t+_cover,4,506.693438053,26,0,140,210,858,0
1924,10,2,cover-and-generate,t+_cover,5,467.167669058,25,0,140,210,858,0
1925,121,3,generate-and-cover,t_cover,1,159.677541018,27,16,152,219,71,58
1926,121,3,generate-and-cover,t*_cover,1,9511.35522223,185,46,152,219,18101,17162
1927,121,3,generate-and-cover,t_order,1,13814.912035,205,0,152,219,18033,0
1928,121,3,generate-and-cover,t+_cover,1,9068.49186015,178,49,152,219,18030,17177
1929,121,3,cover-and-generate,t_cover,1,54.0189189911,11,6,152,219,71,53
1930,121,3,cover-and-generate,t_cover,2,52.9752261639,12,6,152,219,71,55
1931,121,3,cover-and-generate,t_cover,3,53.3010778427,11,6,152,219,71,54
1932,121,3,cover-and-generate,t_cover,4,53.2274990082,11,6,152,219,71,54
1933,121,3,cover-and-generate,t_cover,5,59.262016058,11,6,152,219,71,56
1934,121,3,cover-and-generate,t*_cover,1,2448.95216513,39,12,152,219,18101,16727
1935,121,3,cover-and-generate,t*_cover,2,1693.63726401,41,13,152,219,18101,16837
1936,121,3,cover-and-generate,t*_cover,3,1840.60788417,38,12,152,219,18101,16689
1937,121,3,cover-and-generate,t*_cover,4,1964.867872,39,13,152,219,18101,16844
1938,121,3,cover-and-generate,t*_cover,5,1682.48042583,40,13,152,219,18101,16930
1939,121,3,cover-and-generate,t_order,1,578.190050125,33,11,152,219,18033,16751
1940,121,3,cover-and-generate,t_order,2,536.372272015,33,10,152,219,18033,16688
1941,121,3,cover-and-generate,t_order,3,712.585510969,36,13,152,219,18033,16842
1942,121,3,cover-and-generate,t_order,4,617.695138931,34,11,152,219,18033,16816
1943,121,3,cover-and-generate,t_order,5,680.359143019,35,11,152,219,18033,16814
1944,121,3,cover-and-generate,t+_cover,1,1332.60066915,36,10,152,219,18030,16530
1945,121,3,cover-and-generate,t+_cover,2,1411.90700388,35,11,152,219,18030,16817
1946,121,3,cover-and-generate,t+_cover,3,1526.78759098,36,11,152,219,18030,16763
1947,121,3,cover-and-generate,t+_cover,4,1530.40606999,36,10,152,219,18030,16422
1948,121,3,cover-and-generate,t+_cover,5,2145.8221519,34,10,152,219,18030,16833
1949,100,3,generate-and-cover,t_cover,1,13.4283490181,7,0,40,47,24,0
1950,100,3,generate-and-cover,t*_cover,1,431.646212101,17,15,40,47,3328,3298
1951,100,3,generate-and-cover,t_order,1,155.636632204,32,0,40,47,3307,0
1952,100,3,generate-and-cover,t_order,2,155.636632204,32,0,40,47,3307,0
1953,100,3,generate-and-cover,t+_cover,1,405.390381098,14,12,40,47,3304,3274
1954,100,3,cover-and-generate,t_cover,1,18.4402959347,5,4,40,47,24,23
1955,100,3,cover-and-generate,t_cover,2,20.3272230625,5,4,40,47,24,23
1956,100,3,cover-and-generate,t_cover,3,18.0777060986,5,4,40,47,24,23
1957,100,3,cover-and-generate,t_cover,4,18.8750340939,5,4,40,47,24,23
1958,100,3,cover-and-generate,t_cover,5,20.2432591915,5,4,40,47,24,23
1959,100,3,cover-and-generate,t*_cover,1,266.621618986,7,5,40,47,3328,3302
1960,100,3,cover-and-generate,t*_cover,2,273.663728952,7,5,40,47,3328,3302
1961,100,3,cover-and-generate,t*_cover,3,283.071351051,8,6,40,47,3328,3302
1962,100,3,cover-and-generate,t*_cover,4,315.304877043,8,6,40,47,3328,3302
1963,100,3,cover-and-generate,t*_cover,5,269.823981047,8,6,40,47,3328,3302
1964,100,3,cover-and-generate,t_order,1,76.1383891106,6,4,40,47,3307,3230
1965,100,3,cover-and-generate,t_order,2,78.4680578709,6,4,40,47,3307,3230
